RG,SITE_ID,SITE_EPA_ID,SITE_NAME,SITE_STRT_ADRS1,SITE_STRT_ADRS2,SITE_CITY_NAME,SITE_STATE,SITE_ZIP_CODE,SITE_CONG_DISTRICT,SITE_CNTY_NAME,SITE_FIPS_CODE,LATITUDE,LONGITUDE,ALT_AGREEMENT,NPL,FF,NON_NPL_STATUS,FULL_ADDRESS,COORDINATES,SITE_URL
2,201344,NYD002050110,GENZALE PLATING CO.,288 NEW HYDE PARK ROAD,,FRANKLIN SQUARE,NY,11010,04,NASSAU,36059.0,40.7153,-73.6777,N,Currently on the Final NPL,N,N,"288 NEW HYDE PARK ROAD, FRANKLIN SQUARE, NY, 11010","(40.708901, -73.675354)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201344
2,201346,NYD002059517,"TRONIC PLATING CO., INC.",168 CENTRAL AVENUE,,FARMINGDALE,NY,11735,02,SUFFOLK,36103.0,40.7538,-73.4077,N,Deleted from the Final NPL,N,N,"168 CENTRAL AVENUE, FARMINGDALE, NY, 11735","(40.7383857, -73.4341333)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201346
2,201452,NYD002232957,"ROBINTECH, INC./NATIONAL PIPE CO.",3421 OLD VESTAL ROAD,,TOWN OF VESTAL,NY,13850,22,BROOME,36007.0,42.1049,-75.9922,N,Currently on the Final NPL,N,N,"3421 OLD VESTAL ROAD, TOWN OF VESTAL, NY, 13850","(42.097085, -76.023579)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201452
2,202702,NYD004986741,SAINT-GOBAIN PERFORMANCE PLASTICS,14 McCaffrey Street,,VILLAGE OF HOOSICK FALLS,NY,12090,19,RENSSELAER,36083.0,42.8943,-73.3566,N,Currently on the Final NPL,N,N,"14 McCaffrey Street, VILLAGE OF HOOSICK FALLS, NY, 12090","(42.894278, -73.3571086)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202702
2,201492,NYD010968014,CARROLL & DUBIES SEWAGE DISPOSAL,CANAL STREET,,PORT JERVIS,NY,12771,18,ORANGE,36071.0,41.3942,-74.6681,N,Currently on the Final NPL,N,N,"CANAL STREET, PORT JERVIS, NY, 12771","(41.377552, -74.691143)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201492
2,201552,NYD048148175,"MERCURY REFINING, INC.",26 RAILROAD AVE,,COLONIE,NY,12205,20,ALBANY,36001.0,42.689719,-73.80416899999999,N,Currently on the Final NPL,N,N,"26 RAILROAD AVE, COLONIE, NY, 12205","(42.691352949999995, -73.81417099728472)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201552
2,203341,NYD067532580,DIAZ CHEMICAL,40 JACKSON ST.,,HOLLEY,NY,14470,27,ORLEANS,36073.0,43.222944,-78.029278,N,Currently on the Final NPL,N,N,"40 JACKSON ST., HOLLEY, NY, 14470","(43.2234412, -78.0290631)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0203341
2,202634,NYD072366453,"ACTION ANODIZING, PLATING, & POLISHING CORP.",33 DIXON AVE.,,COPIAGUE,NY,11701,02,SUFFOLK,36103.0,40.68443900000001,-73.406111,N,Deleted from the Final NPL,N,N,"33 DIXON AVE., COPIAGUE, NY, 11701","(40.6839949, -73.4076141)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202634
2,201604,NYD073675514,"FACET ENTERPRISES, INC.",RTE 14,,ELMIRA,NY,14903,23,CHEMUNG,36015.0,42.1325,-76.829169,N,Currently on the Final NPL,N,N,"RTE 14, ELMIRA, NY, 14903","(42.12924, -76.8217)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201604
2,202187,NYD980753420,MACKENZIE CHEMICAL WORKS,1 CORDELLO AVENUE,,CENTRAL ISLIP,NY,11722,02,SUFFOLK,36103.0,40.78888900000001,-73.205278,N,Currently on the Final NPL,N,N,"1 CORDELLO AVENUE, CENTRAL ISLIP, NY, 11722","(40.78931935, -73.20432982003138)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202187
2,202198,NYD980762520,NORTH SEA MUNICIPAL LANDFILL,MAJORS PATH,,NORTH SEA,NY,11968,01,SUFFOLK,36103.0,40.929161,-72.401389,N,Deleted from the Final NPL,N,N,"MAJORS PATH, NORTH SEA, NY, 11968","(40.9223585, -72.4027894)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202198
2,202228,NYD980763767,VESTAL WATER SUPPLY WELL 1-1,605 VESTAL PKWY,,VESTAL,NY,13850,22,BROOME,36007.0,42.0902,-76.0557,N,Currently on the Final NPL,N,N,"605 VESTAL PKWY, VESTAL, NY, 13850","(42.0830255, -76.064815)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202228
2,202235,NYD980768675,BEC TRUCKING,STEWART RD,,VESTAL,NY,13850,26,BROOME,36007.0,42.097639,-75.998339,N,Deleted from the Final NPL,N,N,"STEWART RD, VESTAL, NY, 13850","(42.096779, -76.000826)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202235
2,202236,NYD980768683,"BIOCLINICAL LABORATORIES, INC.",1585-I SMITHTOWN AVE,,BOHEMIA,NY,11716,02,SUFFOLK,36103.0,40.783331,-73.110281,N,Deleted from the Final NPL,N,N,"1585-I SMITHTOWN AVE, BOHEMIA, NY, 11716","(40.771944, -73.109146)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202236
2,202237,NYD980768691,COLESVILLE MUNICIPAL LANDFILL,EAST WINDSOR RD,,TOWN OF COLESVILLE,NY,13813,22,BROOME,36007.0,42.160419,-75.58945,N,Currently on the Final NPL,N,N,"EAST WINDSOR RD, TOWN OF COLESVILLE, NY, 13813","(42.192006, -75.600446)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202237
2,202239,NYD980768717,"GOLDISC RECORDINGS, INC.",725 BROADWAY,,HOLBROOK,NY,11741,02,SUFFOLK,36103.0,40.7745,-73.0647,N,Currently on the Final NPL,N,N,"725 BROADWAY, HOLBROOK, NY, 11741","(40.7752533, -73.06579772952792)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202239
2,202245,NYD980768774,PREFERRED PLATING CORP.,32 ALLEN BLVD,,FARMINGDALE,NY,11735,02,SUFFOLK,36103.0,40.7158,-73.4253,N,Currently on the Final NPL,N,N,"32 ALLEN BLVD, FARMINGDALE, NY, 11735","(40.71625055, -73.42483072575436)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202245
2,202264,NYD980780746,ENDICOTT VILLAGE WELL FIELD,S. GRIPPEN AVENUE,,VILLAGE OF ENDICOTT,NY,13760,22,BROOME,36007.0,42.086111,-76.086111,N,Currently on the Final NPL,N,N,"S. GRIPPEN AVENUE, VILLAGE OF ENDICOTT, NY, 13760","(42.090461, -76.078476)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202264
2,202269,NYD980780795,KATONAH MUNICIPAL WELL,JAY STREET,,TOWN OF BEDFORD,NY,10536,19,WESTCHESTER,36119.0,41.259169,-73.682911,N,Deleted from the Final NPL,N,N,"JAY STREET, TOWN OF BEDFORD, NY, 10536","(41.2589822, -73.682755)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202269
2,202301,NYD981184229,CIRCUITRON CORP.,82 MILBAR BOULEVARD,,EAST FARMINGDALE,NY,11735,02,SUFFOLK,36103.0,40.7495,-73.4195,N,Currently on the Final NPL,N,N,"82 MILBAR BOULEVARD, EAST FARMINGDALE, NY, 11735","(40.749626449999994, -73.41849590000001)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202301
2,202329,NYD981486947,CONKLIN DUMPS,ROUTE 7,,CONKLIN,NY,13748,26,BROOME,36007.0,42.05,-75.81805,N,Deleted from the Final NPL,N,N,"ROUTE 7, CONKLIN, NY, 13748","(42.04760462992396, -75.81126598707841)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202329
2,202360,NYD981560915,HITEMAN LEATHER,173 SOUTH STREET,,WEST WINFIELD,NY,13491,24,HERKIMER,36043.0,42.883333,-75.195833,N,Deleted from the Final NPL,N,N,"173 SOUTH STREET, WEST WINFIELD, NY, 13491","(42.879596, -75.192456)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202360
2,203408,NYD981566417,GCL TIE AND TREATING INC.,DELAWARE AVENUE,,VILLAGE OF SIDNEY,NY,13838,19,DELAWARE,36025.0,42.300555,-75.413333,N,Currently on the Final NPL,N,N,"DELAWARE AVENUE, VILLAGE OF SIDNEY, NY, 13838","(42.3043799, -75.4028051)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0203408
2,202972,NYD986882660,LI TUNGSTEN CORP.,GARVIES POINT RD.,,GLEN COVE,NY,11542,03,NASSAU,36059.0,40.860929,-73.640773,N,Currently on the Final NPL,N,N,"GARVIES POINT RD., GLEN COVE, NY, 11542","(40.858942, -73.644575)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202972
2,202636,NYD125499673,COMPUTER CIRCUITS,145 MARCUS BOULEVARD,,HAUPPAUGE,NY,11788,01,SUFFOLK,36103.0,40.813194,-73.24611,N,Currently on the Final NPL,N,N,"145 MARCUS BOULEVARD, HAUPPAUGE, NY, 11788","(40.81329890000001, -73.24658360976345)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202636
2,201687,NYD980421176,SOLVENT SAVERS,UNION VALLEY RD,,LINCKLAEN,NY,13052,22,CHENANGO,36017.0,42.665,-75.876661,N,Currently on the Final NPL,N,N,"UNION VALLEY RD, LINCKLAEN, NY, 13052","(42.675429, -75.87705)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201687
2,201751,NYD980507495,PFOHL BROTHERS LANDFILL,PFOHL RD,,CHEEKTOWAGA,NY,14225,07,ERIE,36029.0,42.943889,-78.7025,N,Deleted from the Final NPL,N,N,"PFOHL RD, CHEEKTOWAGA, NY, 14225","(42.9402027, -78.7057385)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201751
2,201764,NYD980507677,SIDNEY LANDFILL,RICHARDSON HILL RD,,SIDNEY,NY,13839,19,DELAWARE,36025.0,42.2577,-75.243,N,Currently on the Final NPL,N,N,"RICHARDSON HILL RD, SIDNEY, NY, 13839","(42.255586, -75.247681)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201764
2,201770,NYD980507735,RICHARDSON HILL ROAD LANDFILL/POND,RICHARDSON HILL RD,,SIDNEY CENTER,NY,13839,19,DELAWARE,36025.0,42.252781,-75.249169,N,Currently on the Final NPL,N,N,"RICHARDSON HILL RD, SIDNEY CENTER, NY, 13839","(42.255586, -75.247681)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201770
2,201836,NYD980509376,VOLNEY MUNICIPAL LANDFILL,SILK ROAD,,TOWN OF VOLNEY,NY,13069,24,OSWEGO,36075.0,43.36055,-76.37916899999998,N,Currently on the Final NPL,N,N,"SILK ROAD, TOWN OF VOLNEY, NY, 13069","(43.365679, -76.379948)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201836
2,201887,NYD980530265,PETER COOPER,PALMER STREET,,GOWANDA,NY,14070,23,CATTARAUGUS,36009.0,42.458778,-78.927583,N,Deleted from the Final NPL,N,N,"PALMER STREET, GOWANDA, NY, 14070","(42.457746, -78.931107)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201887
2,201951,NYD980531727,OLD BETHPAGE LANDFILL,ROUND SWAMP RD,,OYSTER BAY,NY,11804,03,NASSAU,36059.0,40.756939,-73.44721899999998,N,Currently on the Final NPL,N,N,"ROUND SWAMP RD, OYSTER BAY, NY, 11804","(40.7615339, -73.4539211)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201951
2,202045,NYD980534556,JONES SANITATION,CARDINAL RD,,HYDE PARK,NY,12538,20,DUTCHESS,36027.0,41.795,-73.902,N,Deleted from the Final NPL,N,N,"CARDINAL RD, HYDE PARK, NY, 12538","(41.799439, -73.890396)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202045
2,202084,NYD980535124,MALTA ROCKET FUEL AREA,PLAINS RD,,MALTA,NY,12020,20,SARATOGA,36091.0,42.963889,-73.75833100000001,N,Currently on the Final NPL,N,N,"PLAINS RD, MALTA, NY, 12020","(42.9733058, -73.7752816)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202084
2,202088,NYD980535165,SARNEY FARM,BENSON HILL RD,,AMENIA,NY,12501,19,DUTCHESS,36027.0,41.75555,-73.561389,N,Currently on the Final NPL,N,N,"BENSON HILL RD, AMENIA, NY, 12501","(41.752099, -73.564197)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202088
2,202090,NYD980535181,"SEALAND RESTORATION, INC.",PRAY RD,,LISBON,NY,13669,21,ST. LAWRENCE,36089.0,44.703611,-75.361531,N,Currently on the Final NPL,N,N,"PRAY RD, LISBON, NY, 13669","(44.705816, -75.379877)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202090
2,202093,NYD980535215,SINCLAIR REFINERY,S BROOKLYN AVE,,WELLSVILLE,NY,14895,23,ALLEGANY,36003.0,42.1088,-77.9416,N,Currently on the Final NPL,N,N,"S BROOKLYN AVE, WELLSVILLE, NY, 14895","(42.11486, -77.948539)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202093
2,202121,NYD980535652,APPLIED ENVIRONMENTAL SERVICES,ONE SHORE RD,,GLENWOOD LANDING,NY,11545,"03,05",NASSAU,36059.0,40.823054,-73.646693,N,Currently on the Final NPL,N,N,"ONE SHORE RD, GLENWOOD LANDING, NY, 11545","(40.829332, -73.647939)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202121
2,202125,NYD980593099,FULTON TERMINALS,RTE 57,,FULTON,NY,13069,24,OSWEGO,36075.0,43.3569,-76.4274,N,Deleted from the Final NPL,N,N,"RTE 57, FULTON, NY, 13069","(43.3337645, -76.40018495380434)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202125
2,202142,NYD980650667,KENTUCKY AVENUE WELL FIELD,KENTUCKY AVE,,HORSEHEADS,NY,14845,23,CHEMUNG,36015.0,42.145831,-76.828331,N,Currently on the Final NPL,N,N,"KENTUCKY AVE, HORSEHEADS, NY, 14845","(42.140543, -76.827522)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202142
2,202150,NYD980651087,HOOKER (S AREA),BUFFALO AVE,,NIAGARA FALLS,NY,14303,26,NIAGARA,36063.0,43.0757,-79.0054,N,Currently on the Final NPL,N,N,"BUFFALO AVE, NIAGARA FALLS, NY, 14303","(43.0831619, -79.0330789)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202150
2,202152,NYD980652267,VESTAL WATER SUPPLY WELL 4-2,605 VESTAL PKWY,,VESTAL,NY,13850,26,BROOME,36007.0,42.110281,-75.997219,N,Deleted from the Final NPL,N,N,"605 VESTAL PKWY, VESTAL, NY, 13850","(42.0830255, -76.064815)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202152
2,202153,NYD980652275,BREWSTER WELL FIELD,MAIN ST /SE,,PUTNAM COUNTY,NY,10509,18,PUTNAM,36079.0,41.401669,-73.6,N,Currently on the Final NPL,N,N,"MAIN ST /SE, PUTNAM COUNTY, NY, 10509","(41.3945863, -73.6069431)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202153
2,202155,NYD980654206,PORT WASHINGTON LANDFILL,WEST SHORE RD,,PORT WASHINGTON,NY,11050,03,NASSAU,36059.0,40.81805,-73.666661,N,Currently on the Final NPL,N,N,"WEST SHORE RD, PORT WASHINGTON, NY, 11050","(40.8353885, -73.7002668)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202155
2,201184,NYD000337295,LIBERTY INDUSTRIAL FINISHING,55 MOTOR PARKWAY,,FARMINGDALE,NY,11735,02,NASSAU,36059.0,40.72625,-73.44888900000002,N,Currently on the Final NPL,N,N,"55 MOTOR PARKWAY, FARMINGDALE, NY, 11735","(40.725995, -73.44634228980837)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201184
2,201187,NYD000511360,SYOSSET LANDFILL,150 MILLER PLACE,,OYSTER BAY,NY,11791,02,NASSAU,36059.0,40.798889,-73.50971899999998,N,Deleted from the Final NPL,N,N,"150 MILLER PLACE, OYSTER BAY, NY, 11791","(40.7972815, -73.50800706302206)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201187
2,201191,NYD000511493,RAMAPO LANDFILL,RTE 59,,RAMAPO,NY,10974,17,ROCKLAND,36087.0,41.14,-74.161389,N,Currently on the Final NPL,N,N,"RTE 59, RAMAPO, NY, 10974","(41.1553397, -74.1937158)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201191
2,201192,NYD000511576,CLOTHIER DISPOSAL,SOUTH GRANBY ROAD COUNTY ROAD 55,,TOWN OF GRANBY,NY,13069,24,OSWEGO,36075.0,43.247219,-76.41278100000002,N,Deleted from the Final NPL,N,N,"SOUTH GRANBY ROAD COUNTY ROAD 55, TOWN OF GRANBY, NY, 13069","(43.25201469193989, -76.38274648365969)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201192
2,201196,NYD000511659,POLLUTION ABATEMENT SERVICES,55 SENECA ST,,OSWEGO,NY,13126,24,OSWEGO,36075.0,43.47,-76.483331,N,Currently on the Final NPL,N,N,"55 SENECA ST, OSWEGO, NY, 13126","(43.326949, -76.41146)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201196
2,201207,NYD000511857,FMC CORP. (DUBLIN ROAD LANDFILL),DUBLIN ROAD,,TOWN OF SHELBY,NY,14103,27,ORLEANS,36073.0,43.2172,-78.4417,N,Deleted from the Final NPL,N,N,"DUBLIN ROAD, TOWN OF SHELBY, NY, 14103","(43.1335562, -78.3903991)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201207
2,201218,NYD000512335,DEWEY LOEFFEL LANDFILL,MEAD ROAD,,NASSAU,NY,12123,19,RENSSELAER,36083.0,42.560957,-73.560496,N,Currently on the Final NPL,N,N,"MEAD ROAD, NASSAU, NY, 12123","(42.55998, -73.571332)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201218
2,201219,NYD000512459,"MATTIACE PETROCHEMICAL CO., INC.",GARVIES POINT ROAD,,GLEN COVE,NY,11542,03,NASSAU,36059.0,40.8608,-73.6432,N,Currently on the Final NPL,N,N,"GARVIES POINT ROAD, GLEN COVE, NY, 11542","(40.858942, -73.644575)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201219
2,203945,NYD986950012,MOHONK ROAD INDUSTRIAL PLANT,186 MOHONK ROAD,,HIGH FALLS,NY,12440,19,ULSTER,36111.0,41.816667,-74.13444,N,Currently on the Final NPL,N,N,"186 MOHONK ROAD, HIGH FALLS, NY, 12440","(41.816834413340864, -74.13226720210392)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0203945
2,203481,NYD986950251,LEHIGH VALLEY RAILROAD,GULF ROAD,,LE ROY,NY,14482,27,GENESEE,36037.0,42.99202800000001,-77.933306,N,Currently on the Final NPL,N,N,"GULF ROAD, LE ROY, NY, 14482","(42.992244, -77.933283)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0203481
2,202422,NYD991292004,"PASLEY SOLVENTS & CHEMICALS, INC.",565 COMMERCIAL AVENUE,,HEMPSTEAD,NY,11530,04,NASSAU,36059.0,40.729169,-73.612219,N,Deleted from the Final NPL,N,N,"565 COMMERCIAL AVENUE, HEMPSTEAD, NY, 11530","(40.7293356, -73.61169250000002)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202422
2,204407,NYN000204407,PENINSULA BOULEVARD GROUNDWATER PLUME,PENINSULA BOULEVARD AND,HAMILTON AVENUE,HEWLETT,NY,11557,04,NASSAU,36059.0,40.640392,-73.695667,N,Currently on the Final NPL,N,N,"PENINSULA BOULEVARD AND, HEWLETT, NY, 11557","(40.6469446, -73.6946162)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0204407
2,206456,NYN000206456,EIGHTEENMILE CREEK,198-300 MILL STREET,,LOCKPORT,NY,14094,26,NIAGARA,36063.0,43.1813,-78.689544,N,Currently on the Final NPL,N,N,"198-300 MILL STREET, LOCKPORT, NY, 14094","(43.1649508, -78.6914339)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0206456
2,204190,NYSFN0204190,ELLENVILLE SCRAP IRON AND METAL,34 CAPE ROAD,,ELLENVILLE,NY,12428,19,ULSTER,36111.0,41.724028,-74.4055,N,Deleted from the Final NPL,N,N,"34 CAPE ROAD, ELLENVILLE, NY, 12428","(41.7238825, -74.4037071)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0204190
2,204234,NYSFN0204234,OLD ROOSEVELT FIELD CONTAMINATED GW AREA,CLINTON ROAD/OLD COUNTRY ROAD,,GARDEN CITY,NY,11530,04,NASSAU,36059.0,40.733611,-73.618472,N,Currently on the Final NPL,N,N,"CLINTON ROAD/OLD COUNTRY ROAD, GARDEN CITY, NY, 11530","(40.7428124, -73.6165174)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0204234
4,403015,NCD980557656,"NORTH CAROLINA STATE UNIVERSITY (LOT 86, FARM UNIT #1)",CARTER-FINLEY STADIUM,,RALEIGH,NC,27607,04,WAKE,37183.0,35.80181599999999,-78.713588,N,Currently on the Final NPL,N,N,"CARTER-FINLEY STADIUM, RALEIGH, NC, 27607","(35.800846449999995, -78.71960451582763)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403015
4,403028,NCD980557805,KERR-MCGEE CHEMICAL CORP - NAVASSA,NORTH NAVASSA ROAD,,NAVASSA,NC,28451,07,BRUNSWICK,37019.0,34.247222,-77.99902800000002,N,Currently on the Final NPL,N,N,"NORTH NAVASSA ROAD, NAVASSA, NC, 28451","(34.254523, -77.997346)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403028
4,403124,NCD981026479,"BENFIELD INDUSTRIES, INC.",RICHLAND ST.,,HAZELWOOD,NC,28738,11,HAYWOOD,37087.0,35.477781,-83.00416899999998,N,Currently on the Final NPL,N,N,"RICHLAND ST., HAZELWOOD, NC, 28738","(35.5864001, -82.5757666)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403124
4,404280,NCD981475932,"FCX, INC. (WASHINGTON PLANT)",GRIMES RD,,WASHINGTON,NC,27889,01,BEAUFORT,37013.0,35.559581,-77.07445,N,Currently on the Final NPL,N,N,"GRIMES RD, WASHINGTON, NC, 27889","(35.55793, -77.070922)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404280
4,406303,NCD982096653,RAM LEATHER CARE SITE,15100 ALBEMARLE ROAD,,CHARLOTTE,NC,28227,09,MECKLENBURG,37119.0,35.231982,-80.602734,N,Currently on the Final NPL,N,N,"15100 ALBEMARLE ROAD, CHARLOTTE, NC, 28227","(35.2093507, -80.6746658)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406303
4,405444,NCD986172526,GURLEY PESTICIDE BURIAL,719 E. PRESTON STREET,,SELMA,NC,27576,02,JOHNSTON,37101.0,35.530278,-78.279444,Y,Not on the NPL,N,N,"719 E. PRESTON STREET, SELMA, NC, 27576","(35.5309355470899, -78.28399806945185)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0405444
4,405489,NCD986175644,DAVIS PARK ROAD TCE,2307 DAVIS PARK ROAD,,GASTONIA,NC,28052,09,GASTON,37071.0,35.231667,-81.218889,N,Currently on the Final NPL,N,N,"2307 DAVIS PARK ROAD, GASTONIA, NC, 28052","(35.23279157224321, -81.2189809152134)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0405489
4,405619,NCD986187128,NORTH BELMONT PCE,WOODLAWN AVENUE,,NORTH BELMONT,NC,28012,09,GASTON,37071.0,35.273472,-81.05125,N,Currently on the Final NPL,N,N,"WOODLAWN AVENUE, NORTH BELMONT, NC, 28012","(35.269506, -81.048534)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0405619
4,403168,NCD991278953,NATIONAL STARCH & CHEMICAL CORP.,CEDAR SPRINGS RD,,SALISBURY,NC,28144,"06,08,12",ROWAN,37159.0,35.6322,-80.5412,N,Currently on the Final NPL,N,N,"CEDAR SPRINGS RD, SALISBURY, NC, 28144","(35.6248043, -80.5284649)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403168
4,406597,NC0001606250,CRISTEX DRUM,500 W. INDUSTRY DR.,,OXFORD,NC,27565,02,GRANVILLE,37077.0,36.2972,-78.6067,N,Currently on the Final NPL,N,N,"500 W. INDUSTRY DR., OXFORD, NC, 27565","(36.3040818, -78.6082167)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406597
4,402598,NCD003149556,"CTS OF ASHEVILLE, INC.",235 MILLS GAP ROAD,,ASHEVILLE,NC,28803,11,BUNCOMBE,37021.0,35.493075,-82.505953,N,Currently on the Final NPL,N,N,"235 MILLS GAP ROAD, ASHEVILLE, NC, 28803","(35.492929229307315, -82.50432624672)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402598
4,402634,NCD003188828,CAPE FEAR WOOD PRESERVING,REILLY RD,,FAYETTEVILLE,NC,28303,"01,07,08",CUMBERLAND,37051.0,35.04945,-79.020839,N,Currently on the Final NPL,N,N,"REILLY RD, FAYETTEVILLE, NC, 28303","(35.1030189, -79.0104473)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402634
4,402635,NCD003188844,CAROLINA TRANSFORMER CO.,1416 MIDDLE RIVER LOOP,,FAYETTEVILLE,NC,28301,"07,08",CUMBERLAND,37051.0,35.063331,-78.845,N,Currently on the Final NPL,N,N,"1416 MIDDLE RIVER LOOP, FAYETTEVILLE, NC, 28301","(35.0601739, -78.8491124)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402635
4,406082,NCD003202603,WARD TRANSFORMER,6852 MT. HERMAN ROAD,,RALEIGH,NC,27560,04,WAKE,37183.0,35.901944,-78.773611,N,Currently on the Final NPL,N,N,"6852 MT. HERMAN ROAD, RALEIGH, NC, 27560","(35.90035668548843, -78.7719523862701)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406082
4,406895,NCD044447589,BLUE RIDGE PLATING COMPANY,171 GLENN BRIDGE ROAD,,ARDEN,NC,28704,11,BUNCOMBE,37021.0,35.46237199999999,-82.528358,N,Currently on the Final NPL,N,N,"171 GLENN BRIDGE ROAD, ARDEN, NC, 28704","(35.46217452436367, -82.5290673070458)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406895
4,402893,NCD079044426,GENERAL ELECTRIC CO/SHEPHERD FARM,SPARTANBURG HWY,,EAST FLAT ROCK,NC,28726,11,HENDERSON,37089.0,35.272222,-82.411111,N,Currently on the Final NPL,N,N,"SPARTANBURG HWY, EAST FLAT ROCK, NC, 28726","(35.278254, -82.419734)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402893
